,channels,has_transaction,user_id,day,month,year,visitStartTime
19190,Youtube,True,369,24,9,2020,2020-09-24
19191,Facebook,False,473,23,1,2020,2020-01-23
19192,Email Marketing,False,696,15,3,2020,2020-03-15
19193,Organic,False,490,10,5,2020,2020-05-10
19194,Email Marketing,True,178,18,8,2020,2020-08-18
19195,Instagram,False,112,15,11,2020,2020-11-15
19196,Organic,False,98,1,8,2020,2020-08-01
19197,Direct,False,533,7,1,2020,2020-01-07
19198,Direct,True,230,2,10,2020,2020-10-02
19199,Organic,False,110,27,7,2020,2020-07-27
19200,Organic,True,216,6,3,2020,2020-03-06
19201,Google Search,False,472,3,2,2020,2020-02-03
19202,Organic,False,438,21,11,2020,2020-11-21
19203,Organic,True,586,11,4,2020,2020-04-11
19204,Instagram,False,272,5,7,2020,2020-07-05
19205,Google Display,False,523,28,2,2020,2020-02-28
19206,Direct,False,375,11,1,2020,2020-01-11
19207,Google Search,False,521,5,3,2020,2020-03-05
19208,Direct,False,492,11,12,2020,2020-12-11
19209,Google Search,False,112,3,4,2020,2020-04-03
19210,Facebook,False,9,27,1,2020,2020-01-27
19211,Organic,False,504,20,9,2020,2020-09-20
19212,Facebook,False,163,7,2,2020,2020-02-07
19213,Facebook,False,654,28,11,2020,2020-11-28
19214,Organic,False,621,26,3,2020,2020-03-26
19215,Facebook,False,65,6,8,2020,2020-08-06
19216,Facebook,False,442,28,7,2020,2020-07-28
19217,Organic,False,408,12,6,2020,2020-06-12
19218,Direct,False,685,15,10,2020,2020-10-15
19219,Youtube,False,621,19,5,2020,2020-05-19
19220,Organic,False,262,28,4,2020,2020-04-28
19221,Facebook,False,257,10,8,2020,2020-08-10
19222,Google Search,False,365,17,12,2020,2020-12-17
19223,Google Display,False,103,22,2,2020,2020-02-22
19224,Facebook,False,378,26,10,2020,2020-10-26
19225,Facebook,False,367,20,9,2020,2020-09-20
19226,Organic,False,340,21,11,2020,2020-11-21
19227,Organic,False,596,5,7,2020,2020-07-05
19228,Youtube,False,543,27,2,2020,2020-02-27
19229,Google Display,True,77,27,6,2020,2020-06-27
19230,Youtube,False,462,1,8,2020,2020-08-01
19231,Instagram,True,524,18,10,2020,2020-10-18
19232,Organic,True,376,9,6,2020,2020-06-09
19233,Instagram,True,166,18,1,2020,2020-01-18
19234,Youtube,True,249,23,2,2020,2020-02-23
19235,Google Search,True,409,16,5,2020,2020-05-16
19236,Facebook,False,489,15,12,2020,2020-12-15
19237,Google Search,False,243,25,6,2020,2020-06-25
19238,Organic,False,604,19,3,2020,2020-03-19
19239,Organic,True,186,14,4,2020,2020-04-14
19240,Organic,True,400,13,3,2020,2020-03-13
19241,Email Marketing,True,51,13,7,2020,2020-07-13
19242,Youtube,True,634,1,6,2020,2020-06-01
19243,Organic,False,335,4,5,2020,2020-05-04
19244,Google Search,False,22,26,11,2020,2020-11-26
19245,Organic,False,111,28,2,2020,2020-02-28
19246,Facebook,False,548,12,6,2020,2020-06-12
19247,Facebook,True,14,15,4,2020,2020-04-15
19248,Facebook,True,445,20,10,2020,2020-10-20
19249,Organic,False,522,13,10,2020,2020-10-13
19250,Google Search,False,33,11,11,2020,2020-11-11
19251,Organic,False,588,13,6,2020,2020-06-13
19252,Instagram,False,466,26,2,2020,2020-02-26
19253,Organic,False,439,7,8,2020,2020-08-07
19254,Organic,False,657,24,2,2020,2020-02-24
19255,Organic,True,672,11,10,2020,2020-10-11
19256,Facebook,True,694,7,6,2020,2020-06-07
19257,Google Search,False,126,20,6,2020,2020-06-20
19258,Email Marketing,False,521,19,6,2020,2020-06-19
19259,Organic,True,552,12,12,2020,2020-12-12
19260,Direct,False,144,11,12,2020,2020-12-11
19261,Instagram,False,321,27,11,2020,2020-11-27
19262,Organic,False,44,16,12,2020,2020-12-16
19263,Organic,True,598,24,4,2020,2020-04-24
19264,Youtube,False,108,10,5,2020,2020-05-10
19265,Google Search,False,645,14,8,2020,2020-08-14
19266,Google Display,False,159,2,7,2020,2020-07-02
19267,Organic,True,130,26,9,2020,2020-09-26
19268,Google Search,False,193,15,8,2020,2020-08-15
19269,Google Search,False,31,5,4,2020,2020-04-05
19270,Facebook,True,377,18,10,2020,2020-10-18
19271,Instagram,False,617,25,7,2020,2020-07-25
19272,Organic,False,327,1,11,2020,2020-11-01
19273,Email Marketing,True,106,20,1,2020,2020-01-20
19274,Organic,False,236,3,9,2020,2020-09-03
19275,Organic,False,376,16,12,2020,2020-12-16
19276,Facebook,False,391,3,7,2020,2020-07-03
19277,Organic,True,453,25,2,2020,2020-02-25
19278,Direct,False,166,23,8,2020,2020-08-23
19279,Google Search,True,191,24,7,2020,2020-07-24
19280,Direct,False,466,7,6,2020,2020-06-07
19281,Google Display,False,128,21,10,2020,2020-10-21
19282,Facebook,False,94,14,12,2020,2020-12-14
19283,Organic,False,515,7,11,2020,2020-11-07
19284,Email Marketing,False,195,4,2,2020,2020-02-04
19285,Instagram,False,443,21,8,2020,2020-08-21
19286,Email Marketing,True,686,10,12,2020,2020-12-10
19287,Organic,True,283,17,8,2020,2020-08-17
19288,Organic,True,179,28,10,2020,2020-10-28
19289,Google Display,True,575,26,11,2020,2020-11-26
19290,Facebook,False,2,20,5,2020,2020-05-20
19291,Google Search,True,314,20,8,2020,2020-08-20
19292,Organic,False,95,18,9,2020,2020-09-18
19293,Organic,True,49,24,9,2020,2020-09-24
19294,Facebook,True,77,25,5,2020,2020-05-25
19295,Google Display,False,566,9,4,2020,2020-04-09
19296,Google Display,True,169,1,5,2020,2020-05-01
19297,Organic,False,152,24,4,2020,2020-04-24
19298,Email Marketing,True,645,13,4,2020,2020-04-13
19299,Organic,False,367,27,7,2020,2020-07-27
19300,Organic,False,551,11,12,2020,2020-12-11
19301,Facebook,True,61,13,12,2020,2020-12-13
19302,Facebook,True,351,2,2,2020,2020-02-02
19303,Organic,True,265,16,6,2020,2020-06-16
19304,Facebook,True,423,7,8,2020,2020-08-07
19305,Organic,False,698,17,4,2020,2020-04-17
19306,Organic,False,496,4,7,2020,2020-07-04
19307,Direct,False,130,21,3,2020,2020-03-21
19308,Facebook,False,9,5,4,2020,2020-04-05
19309,Facebook,False,524,15,5,2020,2020-05-15
19310,Google Search,False,665,19,1,2020,2020-01-19
19311,Email Marketing,False,493,2,1,2020,2020-01-02
19312,Facebook,False,531,27,9,2020,2020-09-27
19313,Facebook,False,185,2,7,2020,2020-07-02
19314,Organic,True,550,19,9,2020,2020-09-19
19315,Email Marketing,False,655,19,6,2020,2020-06-19
19316,Organic,True,125,15,4,2020,2020-04-15
19317,Direct,True,653,3,4,2020,2020-04-03
19318,Direct,False,574,10,1,2020,2020-01-10
19319,Youtube,False,543,27,6,2020,2020-06-27
19320,Youtube,True,567,21,5,2020,2020-05-21
19321,Organic,False,384,10,4,2020,2020-04-10
19322,Google Search,False,348,6,9,2020,2020-09-06
19323,Email Marketing,False,341,1,4,2020,2020-04-01
19324,Organic,False,520,21,5,2020,2020-05-21
19325,Youtube,False,381,11,10,2020,2020-10-11
19326,Google Search,True,27,27,2,2020,2020-02-27
19327,Facebook,True,617,6,5,2020,2020-05-06
19328,Organic,True,277,8,4,2020,2020-04-08
19329,Email Marketing,True,299,15,4,2020,2020-04-15
19330,Google Search,True,279,19,7,2020,2020-07-19
19331,Google Search,False,193,27,11,2020,2020-11-27
19332,Youtube,False,53,3,1,2020,2020-01-03
19333,Organic,True,405,14,8,2020,2020-08-14
19334,Organic,False,436,7,11,2020,2020-11-07
19335,Organic,False,605,14,5,2020,2020-05-14
19336,Organic,True,40,11,1,2020,2020-01-11
19337,Google Display,False,280,11,4,2020,2020-04-11
19338,Google Display,False,183,24,7,2020,2020-07-24
19339,Direct,False,239,13,4,2020,2020-04-13
19340,Organic,False,353,5,1,2020,2020-01-05
19341,Google Search,False,534,26,9,2020,2020-09-26
19342,Organic,True,395,1,2,2020,2020-02-01
19343,Organic,True,177,5,12,2020,2020-12-05
19344,Google Search,False,649,22,11,2020,2020-11-22
19345,Google Display,False,582,4,11,2020,2020-11-04
19346,Facebook,False,172,27,12,2020,2020-12-27
19347,Google Search,False,68,22,3,2020,2020-03-22
19348,Direct,False,345,27,4,2020,2020-04-27
19349,Youtube,True,560,6,5,2020,2020-05-06
19350,Google Search,False,151,16,4,2020,2020-04-16
19351,Organic,True,319,4,10,2020,2020-10-04
19352,Organic,False,138,12,12,2020,2020-12-12
19353,Google Search,True,271,11,1,2020,2020-01-11
19354,Facebook,False,329,27,7,2020,2020-07-27
19355,Organic,False,596,22,10,2020,2020-10-22
19356,Google Search,True,11,12,2,2020,2020-02-12
19357,Facebook,True,535,2,3,2020,2020-03-02
19358,Organic,False,464,13,8,2020,2020-08-13
19359,Google Search,False,559,5,1,2020,2020-01-05
19360,Organic,True,68,14,3,2020,2020-03-14
19361,Google Search,True,171,28,4,2020,2020-04-28
19362,Organic,True,40,8,10,2020,2020-10-08
19363,Facebook,False,135,3,1,2020,2020-01-03
19364,Facebook,False,203,26,7,2020,2020-07-26
19365,Youtube,True,562,11,6,2020,2020-06-11
19366,Facebook,True,698,15,11,2020,2020-11-15
19367,Organic,True,257,4,11,2020,2020-11-04
19368,Google Display,True,100,2,3,2020,2020-03-02
19369,Facebook,False,61,24,8,2020,2020-08-24
19370,Google Search,False,339,21,1,2020,2020-01-21
19371,Facebook,False,220,23,3,2020,2020-03-23
19372,Youtube,True,310,28,1,2020,2020-01-28
19373,Facebook,False,159,27,1,2020,2020-01-27
19374,Organic,True,141,10,10,2020,2020-10-10
19375,Google Search,False,220,4,12,2020,2020-12-04
19376,Facebook,True,409,22,10,2020,2020-10-22
19377,Google Display,True,529,10,10,2020,2020-10-10
19378,Organic,False,294,14,8,2020,2020-08-14
19379,Instagram,False,514,18,1,2020,2020-01-18
19380,Google Search,True,138,3,8,2020,2020-08-03
19381,Organic,True,510,12,5,2020,2020-05-12
19382,Facebook,True,637,13,4,2020,2020-04-13
19383,Facebook,False,648,13,9,2020,2020-09-13
19384,Organic,True,354,17,5,2020,2020-05-17
19385,Google Display,False,628,17,10,2020,2020-10-17
19386,Organic,True,22,13,8,2020,2020-08-13
19387,Google Display,True,534,15,2,2020,2020-02-15
19388,Google Search,False,266,16,9,2020,2020-09-16
19389,Organic,False,640,2,7,2020,2020-07-02
19390,Email Marketing,True,428,10,4,2020,2020-04-10
19391,Google Display,True,574,6,4,2020,2020-04-06
19392,Google Search,True,401,11,9,2020,2020-09-11
19393,Facebook,False,344,17,2,2020,2020-02-17
19394,Google Search,True,177,28,4,2020,2020-04-28
19395,Google Search,False,673,7,12,2020,2020-12-07
19396,Google Search,True,511,21,2,2020,2020-02-21
19397,Organic,False,103,16,1,2020,2020-01-16
19398,Facebook,False,525,19,10,2020,2020-10-19
19399,Organic,True,293,27,5,2020,2020-05-27
19400,Organic,True,288,2,5,2020,2020-05-02
19401,Direct,True,268,16,2,2020,2020-02-16
19402,Organic,False,509,23,3,2020,2020-03-23
19403,Google Search,False,241,3,9,2020,2020-09-03
19404,Organic,True,118,20,12,2020,2020-12-20
19405,Google Search,False,435,10,1,2020,2020-01-10
19406,Organic,False,594,3,6,2020,2020-06-03
19407,Organic,False,371,4,7,2020,2020-07-04
19408,Facebook,True,368,6,10,2020,2020-10-06
19409,Direct,True,267,19,12,2020,2020-12-19
19410,Organic,True,93,14,9,2020,2020-09-14
19411,Organic,True,8,2,6,2020,2020-06-02
19412,Organic,False,591,23,1,2020,2020-01-23
19413,Organic,False,133,23,1,2020,2020-01-23
19414,Organic,True,397,19,12,2020,2020-12-19
19415,Organic,False,547,21,8,2020,2020-08-21
19416,Google Search,False,274,24,1,2020,2020-01-24
19417,Direct,False,229,9,7,2020,2020-07-09
19418,Direct,False,655,18,1,2020,2020-01-18
19419,Facebook,False,123,20,9,2020,2020-09-20
19420,Organic,True,625,13,8,2020,2020-08-13
19421,Youtube,False,155,7,6,2020,2020-06-07
19422,Google Search,False,15,22,1,2020,2020-01-22
19423,Organic,True,258,10,1,2020,2020-01-10
19424,Google Search,True,140,27,11,2020,2020-11-27
19425,Facebook,True,106,28,10,2020,2020-10-28
19426,Google Search,False,657,7,11,2020,2020-11-07
19427,Organic,False,405,11,2,2020,2020-02-11
19428,Facebook,True,670,27,5,2020,2020-05-27
19429,Organic,False,334,17,5,2020,2020-05-17
19430,Organic,True,422,4,10,2020,2020-10-04
19431,Instagram,True,444,18,6,2020,2020-06-18
19432,Instagram,False,220,18,8,2020,2020-08-18
19433,Google Search,True,406,12,4,2020,2020-04-12
19434,Organic,True,128,27,2,2020,2020-02-27
19435,Organic,False,405,18,2,2020,2020-02-18
19436,Facebook,False,670,10,6,2020,2020-06-10
19437,Google Display,True,330,9,12,2020,2020-12-09
19438,Direct,True,171,11,8,2020,2020-08-11
19439,Organic,False,106,6,8,2020,2020-08-06
19440,Email Marketing,False,170,18,10,2020,2020-10-18
19441,Google Display,False,247,11,10,2020,2020-10-11
19442,Organic,False,582,1,1,2020,2020-01-01
19443,Direct,False,279,3,7,2020,2020-07-03
19444,Organic,False,492,6,5,2020,2020-05-06
19445,Organic,True,190,13,2,2020,2020-02-13
19446,Google Search,False,554,23,12,2020,2020-12-23
19447,Direct,False,4,2,6,2020,2020-06-02
19448,Organic,False,549,9,7,2020,2020-07-09
19449,Direct,True,559,28,5,2020,2020-05-28
19450,Instagram,True,350,16,12,2020,2020-12-16
19451,Google Search,True,355,5,7,2020,2020-07-05
19452,Facebook,False,578,25,12,2020,2020-12-25
19453,Direct,False,188,11,11,2020,2020-11-11
19454,Google Search,True,36,12,2,2020,2020-02-12
19455,Youtube,False,324,9,1,2020,2020-01-09
19456,Organic,True,688,3,8,2020,2020-08-03
19457,Organic,False,484,10,11,2020,2020-11-10
19458,Organic,True,545,23,3,2020,2020-03-23
19459,Youtube,False,201,19,11,2020,2020-11-19
19460,Facebook,False,345,1,1,2020,2020-01-01
19461,Organic,False,381,19,9,2020,2020-09-19
19462,Google Search,False,332,4,3,2020,2020-03-04
19463,Facebook,False,64,23,6,2020,2020-06-23
19464,Organic,False,501,13,4,2020,2020-04-13
19465,Facebook,True,117,18,10,2020,2020-10-18
19466,Organic,False,154,23,8,2020,2020-08-23
19467,Organic,False,591,7,9,2020,2020-09-07
19468,Email Marketing,True,349,25,3,2020,2020-03-25
19469,Youtube,False,498,1,1,2020,2020-01-01
19470,Organic,False,259,4,10,2020,2020-10-04
19471,Google Search,True,220,12,11,2020,2020-11-12
19472,Email Marketing,True,461,22,3,2020,2020-03-22
19473,Google Display,False,375,24,12,2020,2020-12-24
19474,Organic,True,142,10,1,2020,2020-01-10
19475,Facebook,False,390,10,7,2020,2020-07-10
19476,Organic,True,565,21,3,2020,2020-03-21
19477,Instagram,True,380,19,10,2020,2020-10-19
19478,Organic,False,431,10,6,2020,2020-06-10
19479,Direct,False,420,4,11,2020,2020-11-04
19480,Organic,True,424,4,3,2020,2020-03-04
19481,Google Search,True,101,21,1,2020,2020-01-21
19482,Direct,True,308,11,4,2020,2020-04-11
19483,Facebook,True,366,17,12,2020,2020-12-17
19484,Youtube,False,525,25,3,2020,2020-03-25
19485,Facebook,True,398,15,8,2020,2020-08-15
19486,Direct,True,624,10,9,2020,2020-09-10
19487,Email Marketing,True,506,14,4,2020,2020-04-14
19488,Facebook,False,81,17,4,2020,2020-04-17
19489,Facebook,False,182,8,11,2020,2020-11-08
19490,Google Search,True,118,19,2,2020,2020-02-19
19491,Organic,True,188,13,9,2020,2020-09-13
19492,Organic,False,564,15,12,2020,2020-12-15
19493,Organic,True,602,15,9,2020,2020-09-15
19494,Google Search,False,388,24,12,2020,2020-12-24
19495,Facebook,False,444,3,10,2020,2020-10-03
19496,Direct,True,683,6,7,2020,2020-07-06
19497,Organic,True,259,15,3,2020,2020-03-15
19498,Google Search,True,416,12,4,2020,2020-04-12
19499,Youtube,False,370,12,6,2020,2020-06-12
19500,Youtube,True,476,16,3,2020,2020-03-16
19501,Google Search,False,590,15,2,2020,2020-02-15
19502,Organic,False,296,26,9,2020,2020-09-26
19503,Direct,False,184,27,12,2020,2020-12-27
19504,Facebook,True,133,28,4,2020,2020-04-28
19505,Direct,False,24,17,11,2020,2020-11-17
19506,Organic,False,497,15,6,2020,2020-06-15
19507,Direct,True,89,4,2,2020,2020-02-04
19508,Email Marketing,True,124,12,2,2020,2020-02-12
19509,Email Marketing,False,691,13,3,2020,2020-03-13
19510,Google Search,False,192,25,7,2020,2020-07-25
19511,Email Marketing,False,440,6,10,2020,2020-10-06
19512,Facebook,False,5,25,8,2020,2020-08-25
19513,Email Marketing,False,698,25,10,2020,2020-10-25
19514,Facebook,True,566,11,5,2020,2020-05-11
19515,Google Search,False,449,9,2,2020,2020-02-09
19516,Direct,False,145,12,4,2020,2020-04-12
19517,Instagram,False,524,7,6,2020,2020-06-07
19518,Organic,False,690,9,6,2020,2020-06-09
19519,Google Search,True,306,18,11,2020,2020-11-18
19520,Direct,False,631,1,1,2020,2020-01-01
19521,Email Marketing,False,680,10,11,2020,2020-11-10
19522,Youtube,False,448,6,11,2020,2020-11-06
19523,Facebook,False,325,7,3,2020,2020-03-07
19524,Google Search,True,680,7,9,2020,2020-09-07
19525,Youtube,True,206,23,8,2020,2020-08-23
19526,Google Search,False,499,2,5,2020,2020-05-02
19527,Youtube,True,389,17,7,2020,2020-07-17
19528,Youtube,False,159,22,9,2020,2020-09-22
19529,Direct,True,410,16,12,2020,2020-12-16
19530,Google Search,False,321,21,2,2020,2020-02-21
19531,Organic,False,596,17,5,2020,2020-05-17
19532,Youtube,False,218,1,7,2020,2020-07-01
19533,Direct,False,199,23,6,2020,2020-06-23
19534,Direct,True,623,16,3,2020,2020-03-16
19535,Instagram,False,643,25,5,2020,2020-05-25
19536,Organic,True,243,28,7,2020,2020-07-28
19537,Email Marketing,True,177,19,11,2020,2020-11-19
19538,Google Search,True,195,15,12,2020,2020-12-15
19539,Direct,True,524,19,8,2020,2020-08-19
19540,Organic,False,322,2,12,2020,2020-12-02
19541,Direct,False,514,14,7,2020,2020-07-14
19542,Facebook,False,101,25,2,2020,2020-02-25
19543,Google Search,True,265,5,12,2020,2020-12-05
19544,Direct,True,304,10,7,2020,2020-07-10
19545,Facebook,False,268,20,9,2020,2020-09-20
19546,Organic,False,642,13,8,2020,2020-08-13
19547,Organic,False,649,11,3,2020,2020-03-11
19548,Organic,False,339,13,9,2020,2020-09-13
19549,Organic,False,37,17,10,2020,2020-10-17
19550,Youtube,False,300,1,5,2020,2020-05-01
19551,Youtube,False,548,16,10,2020,2020-10-16
19552,Email Marketing,False,215,20,6,2020,2020-06-20
19553,Direct,True,471,2,7,2020,2020-07-02
19554,Organic,False,0,15,11,2020,2020-11-15
19555,Organic,False,80,24,8,2020,2020-08-24
19556,Youtube,True,75,3,4,2020,2020-04-03
19557,Organic,False,187,13,3,2020,2020-03-13
19558,Youtube,False,631,3,9,2020,2020-09-03
19559,Youtube,False,367,25,3,2020,2020-03-25
19560,Direct,False,505,1,11,2020,2020-11-01
19561,Organic,False,606,26,9,2020,2020-09-26
19562,Google Search,False,164,9,4,2020,2020-04-09
19563,Facebook,False,50,17,3,2020,2020-03-17
19564,Youtube,False,504,5,11,2020,2020-11-05
19565,Google Display,False,174,21,6,2020,2020-06-21
19566,Direct,False,630,15,9,2020,2020-09-15
19567,Facebook,True,132,23,11,2020,2020-11-23
19568,Facebook,False,147,25,5,2020,2020-05-25
19569,Google Display,True,131,15,5,2020,2020-05-15
19570,Google Display,True,160,27,8,2020,2020-08-27
19571,Google Display,False,149,16,1,2020,2020-01-16
19572,Organic,True,547,16,3,2020,2020-03-16
19573,Direct,True,5,17,2,2020,2020-02-17
19574,Facebook,False,22,24,12,2020,2020-12-24
19575,Facebook,True,286,27,3,2020,2020-03-27
19576,Facebook,False,642,22,1,2020,2020-01-22
19577,Direct,False,33,4,5,2020,2020-05-04
19578,Youtube,False,611,1,12,2020,2020-12-01
19579,Facebook,False,85,20,9,2020,2020-09-20
19580,Google Search,False,434,16,2,2020,2020-02-16
19581,Organic,True,46,4,12,2020,2020-12-04
19582,Google Search,False,92,3,1,2020,2020-01-03
19583,Organic,False,145,1,12,2020,2020-12-01
19584,Direct,False,174,3,6,2020,2020-06-03
19585,Organic,False,127,14,12,2020,2020-12-14
19586,Youtube,False,513,15,3,2020,2020-03-15
19587,Direct,False,323,8,10,2020,2020-10-08
19588,Organic,False,351,8,5,2020,2020-05-08
19589,Facebook,True,441,21,9,2020,2020-09-21
19590,Email Marketing,True,369,24,4,2020,2020-04-24
19591,Organic,False,496,2,4,2020,2020-04-02
19592,Facebook,True,281,4,8,2020,2020-08-04
19593,Organic,False,335,26,7,2020,2020-07-26
